ประทับเวลา,AccX ,AccY,AccZ,GyrX,GyrY,GyrZ,Temperature
"12/1/2023, 15:17:17",0,,,,,,
"12/1/2023, 15:17:17",,,,,,0,
"12/1/2023, 15:17:17",,,0,,,,
"12/1/2023, 15:17:17",,,,,0,,
"12/1/2023, 15:17:17",,,,0,,,
"12/1/2023, 15:17:17",,0,,,,,
"12/1/2023, 15:17:17",,,,,,,36.53
"12/1/2023, 15:17:18",,,,,,,31.78
"12/1/2023, 15:17:18",,,,-475,,,
"12/1/2023, 15:17:18",,,,,-39,,
"12/1/2023, 15:17:18",,,20144,,,,
"12/1/2023, 15:17:18",868,,,,,,
"12/1/2023, 15:17:18",,,,,,68,
"12/1/2023, 15:17:18",,116,,,,,
"12/1/2023, 15:17:19",,,,,,59,
"12/1/2023, 15:17:19",,,20040,,,,
"12/1/2023, 15:17:19",760,,,,,,
"12/1/2023, 15:17:19",,,,,-55,,
"12/1/2023, 15:17:19",,196,,,,,
"12/1/2023, 15:17:19",,,,,,,31.87
"12/1/2023, 15:17:19",,,,-478,,,
"12/1/2023, 15:17:20",,,19988,,,,
"12/1/2023, 15:17:20",,,,,,,31.97
"12/1/2023, 15:17:20",,164,,,,,
"12/1/2023, 15:17:20",,,,,,62,
"12/1/2023, 15:17:20",,,,,-73,,
"12/1/2023, 15:17:20",760,,,,,,
"12/1/2023, 15:17:20",,,,-487,,,
"12/1/2023, 15:17:21",,,,,-63,,
"12/1/2023, 15:17:21",,136,,,,,
"12/1/2023, 15:17:21",,,,,,,31.92
"12/1/2023, 15:17:21",752,,,,,,
"12/1/2023, 15:17:21",,,,,,50,
"12/1/2023, 15:17:21",,,,-488,,,
"12/1/2023, 15:17:21",,,20012,,,,
"12/1/2023, 15:17:22",,,,-480,,,
"12/1/2023, 15:17:22",,,,,,,32.06
"12/1/2023, 15:17:22",744,,,,,,
"12/1/2023, 15:17:22",,180,,,,,
"12/1/2023, 15:17:22",,,,,-54,,
"12/1/2023, 15:17:22",,,20008,,,,
"12/1/2023, 15:17:22",,,,,,61,
"12/1/2023, 15:17:23",,120,,,,,
"12/1/2023, 15:17:23",,,,,,,32.11
"12/1/2023, 15:17:23",,,,,-69,,
"12/1/2023, 15:17:23",,,,-497,,,
"12/1/2023, 15:17:23",728,,,,,,
"12/1/2023, 15:17:23",,,,,,65,
"12/1/2023, 15:17:23",,,20100,,,,
"12/1/2023, 15:17:24",,,,,,,32.11
"12/1/2023, 15:17:24",,,,,-41,,
"12/1/2023, 15:17:24",,,20040,,,,
"12/1/2023, 15:17:24",,,,,,57,
"12/1/2023, 15:17:24",,,,-482,,,
"12/1/2023, 15:17:24",784,,,,,,
"12/1/2023, 15:17:24",,200,,,,,
"12/1/2023, 15:17:25",,,,,,39,
"12/1/2023, 15:17:25",692,,,,,,
"12/1/2023, 15:17:25",,,,-501,,,
"12/1/2023, 15:17:25",,,20056,,,,
"12/1/2023, 15:17:25",,164,,,,,
"12/1/2023, 15:17:25",,,,,-40,,
"12/1/2023, 15:17:25",,,,,,,32.11
"12/1/2023, 15:17:26",,,20076,,,,
"12/1/2023, 15:17:26",,232,,,,,
"12/1/2023, 15:17:26",,,,-492,,,
"12/1/2023, 15:17:26",,,,,-58,,
"12/1/2023, 15:17:26",796,,,,,,
"12/1/2023, 15:17:26",,,,,,,32.15
"12/1/2023, 15:17:26",,,,,,38,
"12/1/2023, 15:17:27",,,,,,,32.15
"12/1/2023, 15:17:27",,,,,23,,
"12/1/2023, 15:17:27",920,,,,,,
"12/1/2023, 15:17:27",,,,,,41,
"12/1/2023, 15:17:27",,,20068,,,,
"12/1/2023, 15:17:27",,164,,,,,
"12/1/2023, 15:17:27",,,,-471,,,
"12/1/2023, 15:17:28",,,,,,1318,
"12/1/2023, 15:17:28",,484,,,,,
"12/1/2023, 15:17:28",,,,,7456,,
"12/1/2023, 15:17:28",,,19676,,,,
"12/1/2023, 15:17:28",,,,,,,32.25
"12/1/2023, 15:17:28",-4212,,,,,,
"12/1/2023, 15:17:28",,,,-833,,,
"12/1/2023, 15:17:29",-16132,,,,,,
"12/1/2023, 15:17:29",,780,,,,,
"12/1/2023, 15:17:29",,,,,870,,
"12/1/2023, 15:17:29",,,,,,,32.2
"12/1/2023, 15:17:29",,,3240,,,,
"12/1/2023, 15:17:29",,,,49,,,
"12/1/2023, 15:17:29",,,,,,117,
"12/1/2023, 15:17:30",,516,,,,,
"12/1/2023, 15:17:30",,,,,,-20,
"12/1/2023, 15:17:30",,,,,,,32.34
"12/1/2023, 15:17:30",,,4112,,,,
"12/1/2023, 15:17:30",,,,,-999,,
"12/1/2023, 15:17:30",,,,-495,,,
"12/1/2023, 15:17:30",-15892,,,,,,
"12/1/2023, 15:17:31",-15824,,,,,,
"12/1/2023, 15:17:31",,,,,,55,
"12/1/2023, 15:17:31",,,,,92,,
"12/1/2023, 15:17:31",,,4424,,,,
"12/1/2023, 15:17:31",,392,,,,,
"12/1/2023, 15:17:31",,,,-483,,,
"12/1/2023, 15:17:31",,,,,,,32.2
"12/1/2023, 15:17:32",,,,-478,,,
"12/1/2023, 15:17:32",,392,,,,,
"12/1/2023, 15:17:32",-15800,,,,,,
"12/1/2023, 15:17:32",,,,,,36,
"12/1/2023, 15:17:32",,,4560,,,,
"12/1/2023, 15:17:32",,,,,,,32.29
"12/1/2023, 15:17:32",,,,,-7,,
"12/1/2023, 15:17:33",,,,,,,32.2
"12/1/2023, 15:17:33",,,,-504,,,
"12/1/2023, 15:17:33",,,,,-66,,
"12/1/2023, 15:17:33",,,,,,40,
"12/1/2023, 15:17:33",-15840,,,,,,
"12/1/2023, 15:17:33",,448,,,,,
"12/1/2023, 15:17:33",,,4600,,,,
"12/1/2023, 15:17:34",-15780,,,,,,
"12/1/2023, 15:17:34",,,,,,26,
"12/1/2023, 15:17:34",,,4524,,,,
"12/1/2023, 15:17:34",,,,,-151,,
"12/1/2023, 15:17:34",,564,,,,,
"12/1/2023, 15:17:34",,,,,,,32.25
"12/1/2023, 15:17:34",,,,-470,,,
"12/1/2023, 15:17:35",,,,,,,32.2
"12/1/2023, 15:17:35",,,4596,,,,
"12/1/2023, 15:17:35",-15804,,,,,,
"12/1/2023, 15:17:35",,,,-487,,,
"12/1/2023, 15:17:35",,,,,-69,,
"12/1/2023, 15:17:35",,384,,,,,
"12/1/2023, 15:17:35",,,,,,72,
"12/1/2023, 15:17:36",,,,-506,,,
"12/1/2023, 15:17:36",,472,,,,,
"12/1/2023, 15:17:36",,,,,-62,,
"12/1/2023, 15:17:36",,,,,,46,
"12/1/2023, 15:17:36",-15856,,,,,,
"12/1/2023, 15:17:36",,,4652,,,,
"12/1/2023, 15:17:36",,,,,,,32.29
"12/1/2023, 15:17:37",-15776,,,,,,
"12/1/2023, 15:17:37",,,,,,62,
"12/1/2023, 15:17:37",,920,,,,,
"12/1/2023, 15:17:37",,,,,218,,
"12/1/2023, 15:17:37",,,,,,,32.29
"12/1/2023, 15:17:37",,,4204,,,,
"12/1/2023, 15:17:38",,,,,-171,,
"12/1/2023, 15:17:38",,,,,,,32.29
"12/1/2023, 15:17:38",,512,,,,,
"12/1/2023, 15:17:38",,,4428,,,,
"12/1/2023, 15:17:38",,,,-503,,,
"12/1/2023, 15:17:38",,,,,,50,
"12/1/2023, 15:17:38",-15936,,,,,,
"12/1/2023, 15:17:38",,,,-489,,,
"12/1/2023, 15:17:39",,,,-490,,,
"12/1/2023, 15:17:39",,,,,-118,,
"12/1/2023, 15:17:39",,532,,,,,
"12/1/2023, 15:17:39",-15740,,,,,,
"12/1/2023, 15:17:39",,,,,,,32.34
"12/1/2023, 15:17:39",,,4564,,,,
"12/1/2023, 15:17:39",,,,,,33,
"12/1/2023, 15:17:40",,,8248,,,,
"12/1/2023, 15:17:40",-14984,,,,,,
"12/1/2023, 15:17:40",,,,,,-225,
"12/1/2023, 15:17:40",,,,,,,32.48
"12/1/2023, 15:17:40",,416,,,,,
"12/1/2023, 15:17:40",,,,-507,,,
"12/1/2023, 15:17:40",,,,,-8664,,
"12/1/2023, 15:17:41",1780,,,,,,
"12/1/2023, 15:17:41",,,,-537,,,
"12/1/2023, 15:17:41",,,,,,83,
"12/1/2023, 15:17:41",,,,,-245,,
"12/1/2023, 15:17:41",,,,,,,32.34
"12/1/2023, 15:17:41",,-204,,,,,
"12/1/2023, 15:17:41",,,20320,,,,
"12/1/2023, 15:18:26",,,0,,,,
"12/1/2023, 15:18:26",0,,,,,,
"12/1/2023, 15:18:26",,0,,,,,
"12/1/2023, 15:18:26",,,,,,0,
"12/1/2023, 15:18:27",,,,,0,,
"12/1/2023, 15:18:27",,,,,,,36.53
"12/1/2023, 15:18:27",,,,0,,,
"12/1/2023, 15:18:27",,,,,,58,
"12/1/2023, 15:18:27",,196,,,,,
"12/1/2023, 15:18:27",,,19976,,,,
"12/1/2023, 15:18:27",728,,,,,,
"12/1/2023, 15:18:27",,,,,,,32.01
"12/1/2023, 15:18:27",,,,,-64,,
"12/1/2023, 15:18:27",,,,-487,,,
"12/1/2023, 15:18:28",,80,,,,,
"12/1/2023, 15:18:28",,,19984,,,,
"12/1/2023, 15:18:28",720,,,,,,
"12/1/2023, 15:18:28",,,,-489,,,
"12/1/2023, 15:18:28",,,,,,,32.11
"12/1/2023, 15:18:28",,,,,,51,
"12/1/2023, 15:18:28",,,,,-76,,
"12/1/2023, 15:18:29",,,20036,,,,
"12/1/2023, 15:18:29",,,,,,55,
"12/1/2023, 15:18:29",,,,-482,,,
"12/1/2023, 15:18:29",,224,,,,,
"12/1/2023, 15:18:29",760,,,,,,
"12/1/2023, 15:18:29",,,,,-46,,
"12/1/2023, 15:18:29",,,,,,,32.01
"12/1/2023, 15:18:30",,,,-504,,,
"12/1/2023, 15:18:30",,92,,,,,
"12/1/2023, 15:18:30",720,,,,,,
"12/1/2023, 15:18:30",,,,,,,32.2
"12/1/2023, 15:18:30",,,,,-72,,
"12/1/2023, 15:18:30",,,,,,64,
"12/1/2023, 15:18:30",,,19976,,,,
"12/1/2023, 15:18:31",,,,-487,,,
"12/1/2023, 15:18:31",,28,,,,,
"12/1/2023, 15:18:31",,,20004,,,,
"12/1/2023, 15:18:31",856,,,,,,
"12/1/2023, 15:18:31",,,,,-46,,
"12/1/2023, 15:18:31",,,,,,,32.29
"12/1/2023, 15:18:31",,,,,,55,
"12/1/2023, 15:18:32",,156,,,,,
"12/1/2023, 15:18:32",,,,,,,32.29
"12/1/2023, 15:18:32",,,,-500,,,
"12/1/2023, 15:18:32",,,,,-87,,
"12/1/2023, 15:18:32",,,20044,,,,
"12/1/2023, 15:18:32",,,,,,54,
"12/1/2023, 15:18:32",736,,,,,,
"12/1/2023, 15:18:33",,,19976,,,,
"12/1/2023, 15:18:33",,,,,,42,
"12/1/2023, 15:18:33",,,,-486,,,
"12/1/2023, 15:18:33",,,,,,,32.34
"12/1/2023, 15:18:33",768,,,,,,
"12/1/2023, 15:18:33",,,,,-37,,
"12/1/2023, 15:18:33",,124,,,,,
"12/1/2023, 15:18:34",,,,,-72,,
"12/1/2023, 15:18:34",,,,,,64,
"12/1/2023, 15:18:34",,196,,,,,
"12/1/2023, 15:18:34",,,,-496,,,
"12/1/2023, 15:18:34",,,19856,,,,
"12/1/2023, 15:18:34",660,,,,,,
"12/1/2023, 15:18:34",,,,,,,32.34
"12/1/2023, 15:18:35",,152,,,,,
"12/1/2023, 15:18:35",,,,-332,,,
"12/1/2023, 15:18:35",,,,,,64,
"12/1/2023, 15:18:35",,,,,198,,
"12/1/2023, 15:18:35",756,,,,,,
"12/1/2023, 15:18:35",,,20136,,,,
"12/1/2023, 15:18:35",,,,,,,32.25
"12/1/2023, 15:18:36",,,,,,,32.34
"12/1/2023, 15:18:36",,,,,,67,
"12/1/2023, 15:18:36",,,,-473,,,
"12/1/2023, 15:18:36",,100,,,,,
"12/1/2023, 15:18:36",,,19936,,,,
"12/1/2023, 15:18:36",,,,,-27,,
"12/1/2023, 15:18:36",740,,,,,,
"12/1/2023, 15:18:37",,,20076,,,,
"12/1/2023, 15:18:37",,,,,,47,
"12/1/2023, 15:18:37",,,,-494,,,
"12/1/2023, 15:18:37",,144,,,,,
"12/1/2023, 15:18:37",,,,,-18,,
"12/1/2023, 15:18:37",712,,,,,,
"12/1/2023, 15:18:37",,,,,,,32.25
"12/1/2023, 15:18:38",,,,,,929,
"12/1/2023, 15:18:38",,,20880,,,,
"12/1/2023, 15:18:38",,,,,7592,,
"12/1/2023, 15:18:38",,,,-647,,,
"12/1/2023, 15:18:38",,,,,,,32.48
"12/1/2023, 15:18:38",,192,,,,,
"12/1/2023, 15:18:38",-4332,,,,,,
"12/1/2023, 15:18:39",,,,,1080,,
"12/1/2023, 15:18:39",,,,-512,,,
"12/1/2023, 15:18:39",,424,,,,,
"12/1/2023, 15:18:39",,,,,,,32.39
"12/1/2023, 15:18:39",,,3760,,,,
"12/1/2023, 15:18:39",-15736,,,,,,
"12/1/2023, 15:18:39",,,,,,108,
"12/1/2023, 15:18:40",,,4236,,,,
"12/1/2023, 15:18:40",-15768,,,,,,
"12/1/2023, 15:18:40",,,,,,-62,
"12/1/2023, 15:18:40",,,,-505,,,
"12/1/2023, 15:18:40",,,,,,,32.44
"12/1/2023, 15:18:40",,,,,-1601,,
"12/1/2023, 15:18:40",,472,,,,,
"12/1/2023, 15:18:41",,,,,,82,
"12/1/2023, 15:18:41",,,4524,,,,
"12/1/2023, 15:18:41",,372,,,,,
"12/1/2023, 15:18:41",,,,-507,,,
"12/1/2023, 15:18:41",,,,,,,32.39
"12/1/2023, 15:18:41",,,,,-209,,
"12/1/2023, 15:18:41",-15928,,,,,,
"12/1/2023, 15:18:42",,,4480,,,,
"12/1/2023, 15:18:42",,408,,,,,
"12/1/2023, 15:18:42",,,,-470,,,
"12/1/2023, 15:18:42",,,,,,,32.48
"12/1/2023, 15:18:42",,,,,,33,
"12/1/2023, 15:18:42",-15856,,,,,,
"12/1/2023, 15:18:42",,,,,-40,,
"12/1/2023, 15:18:43",,,,,,,32.53
"12/1/2023, 15:18:43",-15772,,,,,,
"12/1/2023, 15:18:43",,420,,,,,
"12/1/2023, 15:18:43",,,,,,44,
"12/1/2023, 15:18:43",,,,,-38,,
"12/1/2023, 15:18:43",,,4588,,,,
"12/1/2023, 15:18:43",,,,-468,,,
"12/1/2023, 15:18:44",,,4520,,,,
"12/1/2023, 15:18:44",-15908,,,,,,
"12/1/2023, 15:18:44",,524,,,,,
"12/1/2023, 15:18:44",,,,,-119,,
"12/1/2023, 15:18:44",,,,,,44,
"12/1/2023, 15:18:44",,,,-486,,,
"12/1/2023, 15:18:44",,,,,,,32.48
"12/1/2023, 15:18:45",,472,,,,,
"12/1/2023, 15:18:45",,,,,,1,
"12/1/2023, 15:18:45",,,,-496,,,
"12/1/2023, 15:18:45",,,4804,,,,
"12/1/2023, 15:18:45",,,,,536,,
"12/1/2023, 15:18:45",-15752,,,,,,
"12/1/2023, 15:18:45",,,,,,,32.48
"12/1/2023, 15:18:46",,,,,115,,
"12/1/2023, 15:18:46",,,4340,,,,
"12/1/2023, 15:18:46",,,,,,41,
"12/1/2023, 15:18:46",,,,-502,,,
"12/1/2023, 15:18:46",-16000,,,,,,
"12/1/2023, 15:18:46",,428,,,,,
"12/1/2023, 15:18:46",,,,,,,32.44
"12/1/2023, 15:18:47",,,5080,,,,
"12/1/2023, 15:18:47",,,,,,77,
"12/1/2023, 15:18:47",,,,,,,32.58
"12/1/2023, 15:18:47",,,,,-235,,
"12/1/2023, 15:18:47",,552,,,,,
"12/1/2023, 15:18:47",,,,-502,,,
"12/1/2023, 15:18:47",-15720,,,,,,
"12/1/2023, 15:19:52",,0,,,,,
"12/1/2023, 15:19:52",,,,,0,,
"12/1/2023, 15:19:53",,,0,,,,
"12/1/2023, 15:19:53",,,,,,0,
"12/1/2023, 15:19:53",,,,0,,,
"12/1/2023, 15:19:53",,,,,,,36.53
"12/1/2023, 15:19:53",0,,,,,,
"12/1/2023, 15:19:53",,,,,-80,,
"12/1/2023, 15:19:53",,,,,,,32.06
"12/1/2023, 15:19:53",,192,,,,,
"12/1/2023, 15:19:53",756,,,,,,
"12/1/2023, 15:19:53",,,20116,,,,
"12/1/2023, 15:19:53",,,,,,23,
"12/1/2023, 15:19:53",,,,-478,,,
"12/1/2023, 15:19:54",,,,,-58,,
"12/1/2023, 15:19:54",684,,,,,,
"12/1/2023, 15:19:54",,,,,,,32.01
"12/1/2023, 15:19:54",,,,-489,,,
"12/1/2023, 15:19:54",,260,,,,,
"12/1/2023, 15:19:54",,,19908,,,,
"12/1/2023, 15:19:54",,,,,,37,
"12/1/2023, 15:19:55",,,,-481,,,
"12/1/2023, 15:19:55",,,19996,,,,
"12/1/2023, 15:19:55",,,,,,,32.15
"12/1/2023, 15:19:55",704,,,,,,
"12/1/2023, 15:19:55",,,,,-35,,
"12/1/2023, 15:19:55",,,,,,53,
"12/1/2023, 15:19:55",,216,,,,,
"12/1/2023, 15:19:56",792,,,,,,
"12/1/2023, 15:19:56",,,,,,53,
"12/1/2023, 15:19:56",,,,,,,32.29
"12/1/2023, 15:19:56",,152,,,,,
"12/1/2023, 15:19:56",,,20080,,,,
"12/1/2023, 15:19:56",,,,-495,,,
"12/1/2023, 15:19:56",,,,,-61,,
"12/1/2023, 15:19:57",,200,,,,,
"12/1/2023, 15:19:57",,,,,,,32.25
"12/1/2023, 15:19:57",804,,,,,,
"12/1/2023, 15:19:57",,,,-479,,,
"12/1/2023, 15:19:57",,,,,-64,,
"12/1/2023, 15:19:57",,,,,,49,
"12/1/2023, 15:19:57",,,19900,,,,
"12/1/2023, 15:19:58",,,,,,58,
"12/1/2023, 15:19:58",,,20112,,,,
"12/1/2023, 15:19:58",,,,,,,32.34
"12/1/2023, 15:19:58",,96,,,,,
"12/1/2023, 15:19:58",896,,,,,,
"12/1/2023, 15:19:58",,,,-471,,,
"12/1/2023, 15:19:58",,,,,-58,,
"12/1/2023, 15:19:59",,,,-482,,,
"12/1/2023, 15:19:59",,156,,,,,
"12/1/2023, 15:19:59",,,,,-59,,
"12/1/2023, 15:19:59",,,20028,,,,
"12/1/2023, 15:19:59",,,,,,43,
"12/1/2023, 15:19:59",724,,,,,,
"12/1/2023, 15:19:59",,,,,,,32.34
"12/1/2023, 15:20:00",,,,-480,,,
"12/1/2023, 15:20:00",,,,,-58,,
"12/1/2023, 15:20:00",,,,,,54,
"12/1/2023, 15:20:00",,,,,,,32.34
"12/1/2023, 15:20:00",,196,,,,,
"12/1/2023, 15:20:00",728,,,,,,
"12/1/2023, 15:20:00",,,19984,,,,
"12/1/2023, 15:20:01",,,,,-268,,
"12/1/2023, 15:20:01",,,,-470,,,
"12/1/2023, 15:20:01",,,,,,,32.34
"12/1/2023, 15:20:01",,,19596,,,,
"12/1/2023, 15:20:01",256,,,,,,
"12/1/2023, 15:20:01",,452,,,,,
"12/1/2023, 15:20:01",,,,,,115,
"12/1/2023, 15:20:02",,236,,,,,
"12/1/2023, 15:20:02",708,,,,,,
"12/1/2023, 15:20:02",,,,,,,32.29
"12/1/2023, 15:20:02",,,,,-59,,
"12/1/2023, 15:20:02",,,,-497,,,
"12/1/2023, 15:20:02",,,20020,,,,
"12/1/2023, 15:20:02",,,,,,31,
"12/1/2023, 15:20:03",,,,-472,,,
"12/1/2023, 15:20:03",,,18012,,,,
"12/1/2023, 15:20:03",,,,,10463,,
"12/1/2023, 15:20:03",-6972,,,,,,
"12/1/2023, 15:20:03",,,,,,369,
"12/1/2023, 15:20:03",,,,,,,32.39
"12/1/2023, 15:20:03",,356,,,,,
"12/1/2023, 15:20:04",,,3568,,,,
"12/1/2023, 15:20:04",,,,,,235,
"12/1/2023, 15:20:04",,,,,,,32.39
"12/1/2023, 15:20:04",-16172,,,,,,
"12/1/2023, 15:20:04",,508,,,,,
"12/1/2023, 15:20:04",,,,300,,,
"12/1/2023, 15:20:04",,,,,2679,,
"12/1/2023, 15:20:05",,,,-489,,,
"12/1/2023, 15:20:05",,,,,-936,,
"12/1/2023, 15:20:05",,,,,,,32.48
"12/1/2023, 15:20:05",-15948,,,,,,
"12/1/2023, 15:20:05",,484,,,,,
"12/1/2023, 15:20:05",,,4880,,,,
"12/1/2023, 15:20:05",,,,,,11,
"12/1/2023, 15:20:06",,352,,,,,
"12/1/2023, 15:20:06",,,4404,,,,
"12/1/2023, 15:20:06",-15896,,,,,,
"12/1/2023, 15:20:06",,,,,,77,
"12/1/2023, 15:20:06",,,,-490,,,
"12/1/2023, 15:20:06",,,,,-81,,
"12/1/2023, 15:20:06",,,,,,,32.39
"12/1/2023, 15:20:07",,,,-490,,,
"12/1/2023, 15:20:07",,424,,,,,
"12/1/2023, 15:20:07",,,,,,53,
"12/1/2023, 15:20:07",,,4552,,,,
"12/1/2023, 15:20:07",-15940,,,,,,
"12/1/2023, 15:20:07",,,,,,,32.48
"12/1/2023, 15:20:07",,,,,-102,,
"12/1/2023, 15:20:08",,,,,-31,,
"12/1/2023, 15:20:08",,380,,,,,
"12/1/2023, 15:20:08",,,4476,,,,
"12/1/2023, 15:20:08",,,,,,59,
"12/1/2023, 15:20:08",-15948,,,,,,
"12/1/2023, 15:20:08",,,,-473,,,
"12/1/2023, 15:20:08",,,,,,,32.39
"12/1/2023, 15:20:09",-15956,,,,,,
"12/1/2023, 15:20:09",,,4604,,,,
"12/1/2023, 15:20:09",,,,,,,32.44
"12/1/2023, 15:20:09",,,,,-55,,
"12/1/2023, 15:20:09",,,,-459,,,
"12/1/2023, 15:20:09",,,,,,58,
"12/1/2023, 15:20:09",,492,,,,,
"12/1/2023, 15:20:10",,492,,,,,
"12/1/2023, 15:20:10",,,,,-74,,
"12/1/2023, 15:20:10",,,,,,59,
"12/1/2023, 15:20:10",,,,,,,32.53
"12/1/2023, 15:20:10",-15880,,,,,,
"12/1/2023, 15:20:10",,,4712,,,,
"12/1/2023, 15:20:10",,,,-485,,,
"12/1/2023, 15:20:11",-16096,,,,,,
"12/1/2023, 15:20:11",,,,-711,,,
"12/1/2023, 15:20:11",,,,,,81,
"12/1/2023, 15:20:11",,,4556,,,,
"12/1/2023, 15:20:11",,,,,-601,,
"12/1/2023, 15:20:11",,616,,,,,
"12/1/2023, 15:20:11",,,,,,,32.58
"12/1/2023, 15:20:12",,,,,-2256,,
"12/1/2023, 15:20:12",,,18764,,,,
"12/1/2023, 15:20:12",-1464,,,,,,
"12/1/2023, 15:20:12",,-828,,,,,
"12/1/2023, 15:20:12",,,,,,,32.53
"12/1/2023, 15:20:12",,,,104,,,
"12/1/2023, 15:20:12",,,,,,117,
"12/1/2023, 15:20:13",,,,,,94,
"12/1/2023, 15:20:13",512,,,,,,
"12/1/2023, 15:20:13",,-24,,,,,
"12/1/2023, 15:20:13",,,,,2,,
"12/1/2023, 15:20:13",,,19836,,,,
"12/1/2023, 15:20:13",,,,,,,32.58
"12/1/2023, 15:20:13",,,,-507,,,
"12/1/2023, 15:27:50",,0,,,,,
"12/1/2023, 15:27:50",,,,,0,,
"12/1/2023, 15:27:50",,,0,,,,
"12/1/2023, 15:27:50",0,,,,,,
"12/1/2023, 15:27:50",,,,,,0,
"12/1/2023, 15:27:50",,,,0,,,
"12/1/2023, 15:27:50",,,,,,,36.53
"12/1/2023, 15:27:51",,,,-487,,,
"12/1/2023, 15:27:51",,,20084,,,,
"12/1/2023, 15:27:51",,200,,,,,
"12/1/2023, 15:27:51",468,,,,,,
"12/1/2023, 15:27:51",,,,,,51,
"12/1/2023, 15:27:51",,,,,-45,,
"12/1/2023, 15:27:51",,,,,,,31.45
"12/1/2023, 15:27:51",,,20072,,,,
"12/1/2023, 15:27:51",,,,,,,31.49
"12/1/2023, 15:27:51",,,,,,64,
"12/1/2023, 15:27:51",536,,,,,,
"12/1/2023, 15:27:51",,,,-480,,,
"12/1/2023, 15:27:51",,280,,,,,
"12/1/2023, 15:27:52",,,,,-59,,
"12/1/2023, 15:27:52",152,,,,,,
"12/1/2023, 15:27:52",,,20148,,,,
"12/1/2023, 15:27:52",,,,,,,31.54
"12/1/2023, 15:27:52",,416,,,,,
"12/1/2023, 15:27:52",,,,-483,,,
"12/1/2023, 15:27:52",,,,,-258,,
"12/1/2023, 15:27:52",,,,,,66,
"12/1/2023, 15:27:54",,,,,,60,
"12/1/2023, 15:27:54",,,,,-61,,
"12/1/2023, 15:27:54",,,,,,,31.64
"12/1/2023, 15:27:54",,356,,,,,
"12/1/2023, 15:27:54",,,20012,,,,
"12/1/2023, 15:27:54",,,,-494,,,
"12/1/2023, 15:27:54",528,,,,,,
"12/1/2023, 15:27:55",,,20084,,,,
"12/1/2023, 15:27:55",,,,,,69,
"12/1/2023, 15:27:55",,,,,,,31.59
"12/1/2023, 15:27:55",,,,,-58,,
"12/1/2023, 15:27:55",,,,-489,,,
"12/1/2023, 15:27:55",624,,,,,,
"12/1/2023, 15:27:55",,300,,,,,
"12/1/2023, 15:27:56",,,,,,,31.68
"12/1/2023, 15:27:56",,,19948,,,,
"12/1/2023, 15:27:56",,,,-476,,,
